Date,Region,Sales_Rep,Product,Category,Quantity,Unit_Price,Discount,Revenue,Returned,Channel
2023-04-17,North,Bob Smith,ProSuite X1,Software,20,299.99,0.15,5099.83,No,Direct
2023-04-17,East,Isla Moore,Starter Bundle,Bundle,20,89.99,0.05,1709.81,No,Retail
2023-04-18,South,David Lee,CoreLink 200,Hardware,6,149.99,0.15,764.95,No,Retail
2023-04-19,East,Isla Moore,Accessory Pack,Accessories,20,49.99,0,999.8,No,Online
2023-04-19,North,Bob Smith,Accessory Pack,Accessories,12,49.99,0.05,569.89,No,Direct
2023-04-19,West,Jack Taylor,ProSuite X1,Software,14,299.99,0.05,3989.87,No,Direct
2023-04-19,North,Carol White,ProSuite X1,Software,17,299.99,0,5099.83,No,Online
2023-04-20,North,Bob Smith,DataKit Pro,Software,2,199.99,0.15,339.98,No,Retail
2023-04-20,North,Bob Smith,DataKit Pro,Software,13,199.99,0,2599.87,Yes,Retail
2023-04-20,East,Isla Moore,ProSuite X1,Software,10,299.99,0.1,2699.91,No,Retail
2023-04-23,North,Alice Johnson,Accessory Pack,Accessories,10,49.99,0,499.9,No,Online
2023-04-23,East,Grace Kim,Accessory Pack,Accessories,18,49.99,0,899.82,No,Online
2023-04-24,East,Isla Moore,Accessory Pack,Accessories,16,49.99,0.1,719.86,No,Online
2023-04-24,East,Grace Kim,CoreLink 200,Hardware,4,149.99,0,599.96,No,Direct
2023-04-24,East,Grace Kim,DataKit Pro,Software,13,199.99,0.1,2339.88,No,Online
2023-04-25,North,Carol White,DataKit Pro,Software,18,199.99,0,3599.82,No,Direct
2023-04-25,North,Carol White,Accessory Pack,Accessories,7,49.99,0.1,314.94,No,Online
2023-04-25,South,Emma Brown,ProSuite X1,Software,11,299.99,0.1,2969.9,No,Online
2023-04-26,South,Frank Davis,ProSuite X1,Software,6,299.99,0,1799.94,No,Direct
2023-04-26,West,Karen Hall,Accessory Pack,Accessories,6,49.99,0.15,254.95,No,Retail
2023-04-27,West,Jack Taylor,DataKit Pro,Software,16,199.99,0.15,2719.86,No,Direct
2023-04-27,North,Carol White,DataKit Pro,Software,16,199.99,0.1,2879.86,No,Direct
2023-04-27,West,Jack Taylor,DataKit Pro,Software,13,199.99,0,2599.87,No,Direct
2023-04-28,South,Emma Brown,ProSuite X1,Software,19,299.99,0,5699.81,No,Direct
2023-04-28,North,Alice Johnson,DataKit Pro,Software,20,199.99,0,3999.8,No,Online
2023-04-29,North,Alice Johnson,Accessory Pack,Accessories,5,49.99,0.05,237.45,No,Direct
2023-04-29,South,Emma Brown,CoreLink 200,Hardware,11,149.99,0.05,1567.4,No,Direct
2023-04-30,South,David Lee,Starter Bundle,Bundle,16,89.99,0.05,1367.85,Yes,Retail
2023-05-01,East,Henry Lopez,Starter Bundle,Bundle,7,89.99,0.1,566.94,No,Retail
2023-05-01,East,Isla Moore,Accessory Pack,Accessories,11,49.99,0,549.89,No,Online
2023-05-02,South,Frank Davis,DataKit Pro,Software,7,199.99,0,1399.93,No,Retail
2023-05-03,South,Emma Brown,Starter Bundle,Bundle,15,89.99,0.1,1214.87,No,Online
2023-05-03,North,Carol White,ProSuite X1,Software,17,299.99,0.05,4844.84,No,Direct
2023-05-03,East,Grace Kim,ProSuite X1,Software,13,299.99,0.1,3509.88,No,Direct
2023-05-04,East,Grace Kim,Starter Bundle,Bundle,10,89.99,0.05,854.9,No,Online
2023-05-04,South,Emma Brown,DataKit Pro,Software,2,199.99,0.1,359.98,No,Online
2023-05-04,East,Grace Kim,Starter Bundle,Bundle,6,89.99,0.15,458.95,No,Online
2023-05-04,East,Henry Lopez,ProSuite X1,Software,12,299.99,0.15,3059.9,No,Direct
2023-05-06,North,Bob Smith,ProSuite X1,Software,6,299.99,0.1,1619.95,No,Direct
2023-05-06,East,Henry Lopez,CoreLink 200,Hardware,7,149.99,0,1049.93,No,Direct
2023-05-06,South,Emma Brown,Starter Bundle,Bundle,9,89.99,0.15,688.42,No,Direct
2023-05-06,West,Karen Hall,Accessory Pack,Accessories,12,49.99,0,599.88,No,Online
2023-05-07,North,Alice Johnson,Accessory Pack,Accessories,20,49.99,0.05,949.81,No,Online
2023-05-07,South,Frank Davis,CoreLink 200,Hardware,19,149.99,0.05,2707.32,No,Retail
2023-05-08,West,Karen Hall,Accessory Pack,Accessories,1,49.99,0.05,47.49,No,Online
2023-05-08,South,Frank Davis,ProSuite X1,Software,6,299.99,0.1,1619.95,No,Online
2023-05-08,West,Liam Clark,Starter Bundle,Bundle,14,89.99,0.05,1196.87,No,Direct
2023-05-09,West,Liam Clark,Accessory Pack,Accessories,4,49.99,0,199.96,No,Online
2023-05-10,North,Alice Johnson,CoreLink 200,Hardware,12,149.99,0.05,1709.89,No,Online
2023-05-10,North,Bob Smith,ProSuite X1,Software,14,299.99,0,4199.86,No,Direct
2023-05-10,North,Bob Smith,CoreLink 200,Hardware,5,149.99,0.1,674.96,No,Retail
2023-05-10,West,Jack Taylor,ProSuite X1,Software,16,299.99,0.15,4079.86,No,Online
2023-05-10,North,Alice Johnson,Starter Bundle,Bundle,4,89.99,0,359.96,No,Retail
2023-05-10,East,Henry Lopez,Starter Bundle,Bundle,14,89.99,0.1,1133.87,No,Online
2023-05-11,South,Emma Brown,Accessory Pack,Accessories,9,49.99,0.1,404.92,No,Retail
2023-05-12,North,Carol White,Starter Bundle,Bundle,16,89.99,0.1,1295.86,No,Retail
2023-05-12,South,Frank Davis,DataKit Pro,Software,10,199.99,0,1999.9,No,Online
2023-05-12,East,Isla Moore,ProSuite X1,Software,16,299.99,0.15,4079.86,No,Retail
2023-05-12,East,Isla Moore,Accessory Pack,Accessories,12,49.99,0.1,539.89,No,Online
2023-05-13,North,Alice Johnson,CoreLink 200,Hardware,13,149.99,0.15,1657.39,No,Direct
2023-05-13,West,Liam Clark,Starter Bundle,Bundle,13,89.99,0.05,1111.38,No,Retail
2023-05-13,East,Isla Moore,ProSuite X1,Software,4,299.99,0,1199.96,No,Online
2023-05-14,North,Carol White,Accessory Pack,Accessories,18,49.99,0,899.82,No,Retail
2023-05-14,South,Emma Brown,CoreLink 200,Hardware,3,149.99,0.1,404.97,No,Online
2023-05-14,West,Karen Hall,ProSuite X1,Software,14,299.99,0.05,3989.87,No,Retail
2023-05-14,South,Emma Brown,Accessory Pack,Accessories,7,49.99,0.05,332.43,No,Direct
2023-05-14,North,Alice Johnson,Accessory Pack,Accessories,7,49.99,0,349.93,No,Online
2023-05-15,East,Henry Lopez,CoreLink 200,Hardware,5,149.99,0.1,674.96,No,Online
2023-05-16,South,Frank Davis,Starter Bundle,Bundle,1,89.99,0,89.99,No,Online
2023-05-16,West,Karen Hall,Starter Bundle,Bundle,15,89.99,0.15,1147.37,No,Retail
2023-05-16,North,Bob Smith,CoreLink 200,Hardware,3,149.99,0,449.97,No,Retail
2023-05-16,West,Karen Hall,CoreLink 200,Hardware,5,149.99,0.05,712.45,No,Online
2023-05-17,East,Grace Kim,Accessory Pack,Accessories,11,49.99,0,549.89,No,Retail
2023-05-18,West,Karen Hall,DataKit Pro,Software,4,199.99,0,799.96,No,Retail
2023-05-18,East,Grace Kim,DataKit Pro,Software,10,199.99,0,1999.9,No,Direct
2023-05-18,East,Grace Kim,Starter Bundle,Bundle,15,89.99,0.1,1214.87,No,Direct
2023-05-18,South,Frank Davis,CoreLink 200,Hardware,9,149.99,0,1349.91,No,Retail
2023-05-19,East,Grace Kim,ProSuite X1,Software,9,299.99,0,2699.91,No,Retail
2023-05-20,North,Alice Johnson,ProSuite X1,Software,6,299.99,0.05,1709.94,No,Retail
2023-05-20,East,Henry Lopez,Starter Bundle,Bundle,18,89.99,0,1619.82,No,Retail
2023-05-21,East,Henry Lopez,CoreLink 200,Hardware,4,149.99,0,599.96,No,Retail
2023-05-21,South,Emma Brown,Starter Bundle,Bundle,19,89.99,0.05,1624.32,No,Direct
2023-05-21,East,Isla Moore,ProSuite X1,Software,12,299.99,0,3599.88,No,Online
2023-05-21,West,Jack Taylor,DataKit Pro,Software,9,199.99,0.05,1709.91,No,Online
2023-05-22,West,Jack Taylor,ProSuite X1,Software,4,299.99,0,1199.96,No,Direct
2023-05-22,East,Grace Kim,Accessory Pack,Accessories,4,49.99,0.15,169.97,No,Direct
2023-05-22,West,Karen Hall,Starter Bundle,Bundle,15,89.99,0.1,1214.87,No,Retail
2023-05-23,South,Frank Davis,CoreLink 200,Hardware,2,149.99,0,299.98,No,Online
2023-05-24,North,Carol White,Starter Bundle,Bundle,14,89.99,0.05,1196.87,No,Online
2023-05-25,South,Frank Davis,Starter Bundle,Bundle,18,89.99,0,1619.82,No,Retail
2023-05-25,West,Karen Hall,Accessory Pack,Accessories,5,49.99,0.1,224.96,No,Online
2023-05-25,North,Bob Smith,Accessory Pack,Accessories,17,49.99,0,849.83,No,Online
2023-05-25,South,Frank Davis,Accessory Pack,Accessories,20,49.99,0.15,849.83,No,Retail
2023-05-25,East,Isla Moore,DataKit Pro,Software,20,199.99,0.15,3399.83,No,Direct
2023-05-25,South,Emma Brown,DataKit Pro,Software,13,199.99,0,2599.87,No,Retail
2023-05-26,North,Alice Johnson,Accessory Pack,Accessories,7,49.99,0.05,332.43,No,Retail
2023-05-26,South,David Lee,DataKit Pro,Software,20,199.99,0,3999.8,No,Online
2023-05-26,South,Emma Brown,DataKit Pro,Software,9,199.99,0,1799.91,No,Direct
2023-05-27,West,Karen Hall,Accessory Pack,Accessories,4,49.99,0.15,169.97,No,Online
2023-05-27,South,Frank Davis,Starter Bundle,Bundle,2,89.99,0,179.98,No,Online
2023-05-27,West,Liam Clark,CoreLink 200,Hardware,2,149.99,0.15,254.98,No,Retail
2023-05-27,North,Bob Smith,Accessory Pack,Accessories,12,49.99,0,599.88,No,Direct
2023-05-27,South,Frank Davis,ProSuite X1,Software,4,299.99,0.15,1019.97,No,Direct
2023-05-27,East,Grace Kim,ProSuite X1,Software,3,299.99,0.05,854.97,No,Online
2023-05-28,East,Henry Lopez,Starter Bundle,Bundle,6,89.99,0.15,458.95,No,Retail
2023-05-28,West,Liam Clark,Starter Bundle,Bundle,5,89.99,0,449.95,No,Retail
2023-05-29,East,Henry Lopez,CoreLink 200,Hardware,10,149.99,0,1499.9,No,Direct
2023-05-29,East,Grace Kim,Starter Bundle,Bundle,15,89.99,0,1349.85,No,Online
2023-05-29,West,Karen Hall,CoreLink 200,Hardware,12,149.99,0.05,1709.89,No,Online
2023-05-30,East,Isla Moore,ProSuite X1,Software,6,299.99,0,1799.94,No,Retail
2023-05-31,West,Jack Taylor,DataKit Pro,Software,15,199.99,0,2999.85,No,Retail
2023-05-31,North,Alice Johnson,CoreLink 200,Hardware,11,149.99,0.05,1567.4,No,Retail
2023-06-01,North,Carol White,DataKit Pro,Software,12,199.99,0.05,2279.89,No,Direct
2023-06-01,East,Henry Lopez,ProSuite X1,Software,3,299.99,0.05,854.97,No,Direct
2023-06-01,North,Bob Smith,ProSuite X1,Software,7,299.99,0,2099.93,No,Online
2023-06-01,East,Grace Kim,DataKit Pro,Software,12,199.99,0.1,2159.89,No,Retail
2023-06-02,West,Liam Clark,Starter Bundle,Bundle,12,89.99,0,1079.88,No,Direct
2023-06-02,South,Emma Brown,DataKit Pro,Software,13,199.99,0.05,2469.88,No,Retail
2023-06-03,South,David Lee,Accessory Pack,Accessories,14,49.99,0,699.86,No,Retail
2023-06-03,West,Jack Taylor,DataKit Pro,Software,14,199.99,0.05,2659.87,No,Direct
2023-06-03,North,Alice Johnson,Accessory Pack,Accessories,7,49.99,0,349.93,No,Direct
2023-06-03,North,Bob Smith,Accessory Pack,Accessories,9,49.99,0,449.91,No,Direct
2023-06-04,South,Frank Davis,ProSuite X1,Software,10,299.99,0.05,2849.9,No,Direct
2023-06-04,North,Carol White,Accessory Pack,Accessories,10,49.99,0.05,474.91,No,Direct
2023-06-04,North,Bob Smith,Accessory Pack,Accessories,20,49.99,0.05,949.81,No,Retail
2023-06-04,West,Karen Hall,Starter Bundle,Bundle,8,89.99,0.15,611.93,No,Retail
2023-06-05,West,Jack Taylor,DataKit Pro,Software,17,199.99,0.1,3059.85,No,Online
2023-06-05,East,Henry Lopez,Accessory Pack,Accessories,1,49.99,0.1,44.99,No,Retail
2023-06-06,East,Grace Kim,CoreLink 200,Hardware,3,149.99,0.1,404.97,No,Online
2023-06-06,North,Bob Smith,CoreLink 200,Hardware,12,149.99,0,1799.88,No,Online
2023-06-07,East,Henry Lopez,Starter Bundle,Bundle,4,89.99,0.15,305.97,No,Retail
2023-06-07,North,Bob Smith,Starter Bundle,Bundle,14,89.99,0.15,1070.88,No,Retail
2023-06-07,East,Henry Lopez,DataKit Pro,Software,4,199.99,0,799.96,No,Retail
2023-06-07,East,Isla Moore,Accessory Pack,Accessories,11,49.99,0,549.89,No,Direct
2023-06-08,North,Bob Smith,CoreLink 200,Hardware,11,149.99,0.1,1484.9,No,Direct
2023-06-08,East,Isla Moore,CoreLink 200,Hardware,1,149.99,0.05,142.49,No,Online
2023-06-08,South,David Lee,Accessory Pack,Accessories,10,49.99,0.05,474.91,No,Online
2023-06-09,South,Frank Davis,ProSuite X1,Software,3,299.99,0,899.97,No,Retail
2023-06-09,North,Alice Johnson,ProSuite X1,Software,16,299.99,0.1,4319.86,Yes,Direct
2023-06-09,North,Carol White,Starter Bundle,Bundle,10,89.99,0,899.9,No,Retail
2023-06-09,West,Jack Taylor,DataKit Pro,Software,11,199.99,0.1,1979.9,No,Direct
2023-06-10,North,Bob Smith,CoreLink 200,Hardware,12,149.99,0.15,1529.9,No,Direct
2023-06-10,West,Liam Clark,Starter Bundle,Bundle,6,89.99,0.05,512.94,Yes,Online
2023-06-11,East,Henry Lopez,CoreLink 200,Hardware,19,149.99,0.1,2564.83,No,Online
2023-06-11,South,Emma Brown,Accessory Pack,Accessories,8,49.99,0,399.92,No,Online
2023-06-11,North,Alice Johnson,CoreLink 200,Hardware,5,149.99,0,749.95,No,Online
2023-06-12,West,Jack Taylor,ProSuite X1,Software,5,299.99,0.1,1349.96,No,Direct
2023-06-12,East,Grace Kim,DataKit Pro,Software,20,199.99,0,3999.8,No,Direct
2023-06-13,North,Alice Johnson,DataKit Pro,Software,9,199.99,0.1,1619.92,No,Direct
2023-06-13,East,Grace Kim,ProSuite X1,Software,9,299.99,0,2699.91,No,Online
2023-06-14,North,Carol White,ProSuite X1,Software,11,299.99,0.1,2969.9,No,Retail
2023-06-14,East,Isla Moore,CoreLink 200,Hardware,5,149.99,0,749.95,No,Retail
2023-06-14,West,Liam Clark,ProSuite X1,Software,3,299.99,0,899.97,No,Direct
2023-06-14,East,Henry Lopez,CoreLink 200,Hardware,8,149.99,0.15,1019.93,No,Retail
2023-06-14,South,Emma Brown,ProSuite X1,Software,6,299.99,0.15,1529.95,No,Direct
2023-06-15,East,Isla Moore,Accessory Pack,Accessories,19,49.99,0.1,854.83,No,Retail
2023-06-15,North,Carol White,CoreLink 200,Hardware,2,149.99,0,299.98,No,Direct
2023-06-15,West,Karen Hall,ProSuite X1,Software,19,299.99,0.05,5414.82,No,Retail
2023-06-16,East,Henry Lopez,DataKit Pro,Software,9,199.99,0.15,1529.92,No,Direct
2023-06-16,South,Frank Davis,Accessory Pack,Accessories,6,49.99,0.15,254.95,No,Retail
2023-06-16,South,Emma Brown,Accessory Pack,Accessories,7,49.99,0,349.93,No,Retail
2023-06-16,East,Henry Lopez,CoreLink 200,Hardware,3,149.99,0,449.97,Yes,Online
2023-06-17,North,Alice Johnson,ProSuite X1,Software,15,299.99,0.15,3824.87,No,Direct
2023-06-17,South,Emma Brown,Accessory Pack,Accessories,17,49.99,0,849.83,No,Direct
2023-06-18,East,Henry Lopez,CoreLink 200,Hardware,11,149.99,0,1649.89,No,Online
2023-06-18,South,Frank Davis,DataKit Pro,Software,18,199.99,0,3599.82,No,Retail
2023-06-18,West,Jack Taylor,CoreLink 200,Hardware,14,149.99,0,2099.86,No,Online
2023-06-19,West,Jack Taylor,Accessory Pack,Accessories,18,49.99,0,899.82,No,Direct
2023-06-20,West,Karen Hall,Starter Bundle,Bundle,7,89.99,0.05,598.43,No,Online
2023-06-20,East,Grace Kim,CoreLink 200,Hardware,4,149.99,0.1,539.96,No,Online
2023-06-20,South,Emma Brown,Starter Bundle,Bundle,5,89.99,0,449.95,No,Retail
2023-06-20,North,Bob Smith,CoreLink 200,Hardware,18,149.99,0.15,2294.85,No,Direct
2023-06-20,West,Liam Clark,ProSuite X1,Software,12,299.99,0,3599.88,No,Direct
2023-06-20,East,Grace Kim,ProSuite X1,Software,6,299.99,0.15,1529.95,No,Direct
2023-06-21,North,Carol White,ProSuite X1,Software,8,299.99,0,2399.92,No,Online
2023-06-21,East,Henry Lopez,Accessory Pack,Accessories,19,49.99,0.05,902.32,No,Online
2023-06-21,North,Bob Smith,DataKit Pro,Software,20,199.99,0,3999.8,No,Retail
2023-06-21,East,Isla Moore,Starter Bundle,Bundle,10,89.99,0.1,809.91,No,Direct
2023-06-22,South,David Lee,Accessory Pack,Accessories,20,49.99,0,999.8,No,Direct
2023-06-23,North,Bob Smith,Accessory Pack,Accessories,20,49.99,0,999.8,No,Online
2023-06-23,South,Frank Davis,Accessory Pack,Accessories,16,49.99,0,799.84,No,Direct
2023-06-23,North,Bob Smith,ProSuite X1,Software,13,299.99,0.15,3314.89,No,Direct
2023-06-23,North,Bob Smith,DataKit Pro,Software,1,199.99,0,199.99,No,Retail
2023-06-23,North,Carol White,CoreLink 200,Hardware,20,149.99,0,2999.8,No,Online
2023-06-24,South,Emma Brown,Accessory Pack,Accessories,5,49.99,0.1,224.96,No,Online
2023-06-24,North,Alice Johnson,Accessory Pack,Accessories,14,49.99,0.05,664.87,No,Retail
2023-06-25,North,Carol White,Accessory Pack,Accessories,6,49.99,0,299.94,No,Direct
2023-06-26,East,Henry Lopez,ProSuite X1,Software,6,299.99,0,1799.94,No,Retail
2023-06-28,East,Grace Kim,DataKit Pro,Software,14,199.99,0.1,2519.87,No,Online
2023-06-29,South,David Lee,Accessory Pack,Accessories,12,49.99,0.1,539.89,No,Retail
2023-06-29,South,Emma Brown,Accessory Pack,Accessories,8,49.99,0.1,359.93,No,Direct
2023-06-29,West,Liam Clark,Starter Bundle,Bundle,6,89.99,0,539.94,No,Retail
2023-06-29,West,Karen Hall,ProSuite X1,Software,7,299.99,0.15,1784.94,No,Direct
2023-06-29,East,Henry Lopez,Starter Bundle,Bundle,10,89.99,0.05,854.9,No,Direct
2023-06-29,East,Henry Lopez,DataKit Pro,Software,2,199.99,0.05,379.98,No,Retail
2023-06-30,West,Jack Taylor,Accessory Pack,Accessories,8,49.99,0,399.92,No,Retail
2023-06-30,East,Grace Kim,Accessory Pack,Accessories,19,49.99,0,949.81,No,Direct
2023-06-30,South,Frank Davis,Starter Bundle,Bundle,6,89.99,0.15,458.95,No,Retail
2023-06-30,East,Isla Moore,Starter Bundle,Bundle,17,89.99,0,1529.83,No,Retail
2023-07-01,West,Karen Hall,CoreLink 200,Hardware,16,149.99,0.1,2159.86,No,Retail
2023-07-01,South,David Lee,Starter Bundle,Bundle,4,89.99,0,359.96,No,Direct
2023-07-02,North,Alice Johnson,ProSuite X1,Software,16,299.99,0,4799.84,No,Direct
2023-07-02,West,Jack Taylor,Starter Bundle,Bundle,7,89.99,0.1,566.94,No,Direct
2023-07-02,North,Bob Smith,CoreLink 200,Hardware,20,149.99,0.05,2849.81,No,Online
2023-07-02,East,Isla Moore,ProSuite X1,Software,5,299.99,0.1,1349.96,No,Retail
2023-07-03,South,Frank Davis,ProSuite X1,Software,13,299.99,0,3899.87,No,Retail
2023-07-03,West,Liam Clark,CoreLink 200,Hardware,5,149.99,0,749.95,No,Online
2023-07-03,West,Karen Hall,ProSuite X1,Software,15,299.99,0,4499.85,No,Retail
2023-07-03,North,Bob Smith,CoreLink 200,Hardware,4,149.99,0.05,569.96,No,Direct
2023-07-04,North,Carol White,Starter Bundle,Bundle,7,89.99,0.05,598.43,No,Direct
2023-07-04,North,Bob Smith,CoreLink 200,Hardware,6,149.99,0,899.94,No,Online
2023-07-04,West,Liam Clark,ProSuite X1,Software,10,299.99,0,2999.9,No,Direct
2023-07-04,East,Henry Lopez,DataKit Pro,Software,12,199.99,0,2399.88,No,Direct
2023-07-05,North,Carol White,ProSuite X1,Software,10,299.99,0.05,2849.9,No,Online
2023-07-06,South,Emma Brown,ProSuite X1,Software,15,299.99,0.1,4049.87,No,Direct
2023-07-06,West,Karen Hall,CoreLink 200,Hardware,16,149.99,0.05,2279.85,No,Retail
2023-07-07,North,Carol White,DataKit Pro,Software,18,199.99,0,3599.82,No,Direct
2023-07-07,West,Jack Taylor,ProSuite X1,Software,18,299.99,0,5399.82,No,Online
2023-07-07,South,David Lee,Starter Bundle,Bundle,6,89.99,0,539.94,No,Retail
2023-07-08,East,Grace Kim,ProSuite X1,Software,11,299.99,0.05,3134.9,No,Retail
2023-07-08,North,Alice Johnson,Starter Bundle,Bundle,11,89.99,0,989.89,No,Retail
2023-07-09,South,Frank Davis,DataKit Pro,Software,6,199.99,0.1,1079.95,No,Direct
2023-07-11,East,Henry Lopez,DataKit Pro,Software,15,199.99,0,2999.85,No,Retail
2023-07-11,East,Grace Kim,CoreLink 200,Hardware,16,149.99,0.1,2159.86,No,Online
2023-07-11,North,Bob Smith,CoreLink 200,Hardware,2,149.99,0,299.98,No,Retail
2023-07-11,West,Jack Taylor,Starter Bundle,Bundle,9,89.99,0.15,688.42,No,Direct
2023-07-11,South,David Lee,ProSuite X1,Software,20,299.99,0,5999.8,No,Online
2023-07-11,South,Frank Davis,DataKit Pro,Software,10,199.99,0,1999.9,No,Online
2023-07-11,East,Henry Lopez,DataKit Pro,Software,15,199.99,0.1,2699.87,No,Online
2023-07-12,South,Emma Brown,DataKit Pro,Software,11,199.99,0,2199.89,No,Online
2023-07-12,West,Liam Clark,CoreLink 200,Hardware,6,149.99,0.05,854.94,No,Online
2023-07-12,North,Bob Smith,Starter Bundle,Bundle,6,89.99,0.15,458.95,No,Direct
2023-07-12,West,Karen Hall,DataKit Pro,Software,15,199.99,0.1,2699.87,No,Retail
2023-07-13,West,Karen Hall,ProSuite X1,Software,8,299.99,0.05,2279.92,No,Online
2023-07-13,North,Alice Johnson,DataKit Pro,Software,17,199.99,0.15,2889.86,No,Direct
2023-07-13,West,Liam Clark,ProSuite X1,Software,4,299.99,0.15,1019.97,No,Online
2023-07-13,East,Grace Kim,CoreLink 200,Hardware,8,149.99,0,1199.92,No,Retail
2023-07-14,East,Isla Moore,DataKit Pro,Software,18,199.99,0.15,3059.85,No,Direct
2023-07-14,South,Frank Davis,DataKit Pro,Software,19,199.99,0.15,3229.84,No,Direct
2023-07-14,South,David Lee,DataKit Pro,Software,1,199.99,0.15,169.99,No,Online
2023-07-14,North,Alice Johnson,Accessory Pack,Accessories,12,49.99,0.05,569.89,No,Retail
2023-07-15,South,David Lee,CoreLink 200,Hardware,14,149.99,0,2099.86,No,Direct
2023-07-15,North,Bob Smith,CoreLink 200,Hardware,14,149.99,0,2099.86,No,Online
2023-07-15,North,Bob Smith,Starter Bundle,Bundle,20,89.99,0.1,1619.82,No,Online
2023-07-15,North,Carol White,ProSuite X1,Software,8,299.99,0,2399.92,No,Retail
2023-07-16,South,David Lee,DataKit Pro,Software,3,199.99,0,599.97,No,Online
2023-07-16,North,Carol White,CoreLink 200,Hardware,8,149.99,0,1199.92,No,Retail
2023-07-17,East,Grace Kim,Accessory Pack,Accessories,6,49.99,0,299.94,No,Retail
2023-07-17,South,Frank Davis,CoreLink 200,Hardware,3,149.99,0,449.97,No,Retail
2023-07-18,West,Liam Clark,ProSuite X1,Software,9,299.99,0.15,2294.92,No,Retail
2023-07-19,West,Jack Taylor,CoreLink 200,Hardware,14,149.99,0.1,1889.87,No,Direct
2023-07-19,South,Frank Davis,DataKit Pro,Software,6,199.99,0,1199.94,No,Retail
2023-07-20,South,David Lee,ProSuite X1,Software,14,299.99,0,4199.86,No,Retail
2023-07-20,South,David Lee,ProSuite X1,Software,9,299.99,0.05,2564.91,No,Direct
2023-07-21,North,Bob Smith,Starter Bundle,Bundle,2,89.99,0,179.98,No,Online
2023-07-22,South,Frank Davis,DataKit Pro,Software,3,199.99,0,599.97,No,Direct
2023-07-22,East,Grace Kim,DataKit Pro,Software,9,199.99,0.15,1529.92,No,Direct
2023-07-23,South,Emma Brown,CoreLink 200,Hardware,11,149.99,0.15,1402.41,No,Direct
2023-07-23,West,Liam Clark,ProSuite X1,Software,17,299.99,0.15,4334.86,No,Retail
2023-07-23,East,Grace Kim,ProSuite X1,Software,11,299.99,0,3299.89,No,Direct
2023-07-23,North,Alice Johnson,CoreLink 200,Hardware,2,149.99,0,299.98,No,Direct
2023-07-23,South,Emma Brown,Accessory Pack,Accessories,4,49.99,0,199.96,No,Direct
2023-07-23,North,Alice Johnson,Accessory Pack,Accessories,13,49.99,0,649.87,No,Retail
2023-07-24,South,Emma Brown,ProSuite X1,Software,16,299.99,0,4799.84,No,Online
2023-07-24,North,Alice Johnson,ProSuite X1,Software,15,299.99,0,4499.85,No,Retail
2023-07-24,South,Emma Brown,CoreLink 200,Hardware,18,149.99,0.05,2564.83,No,Retail
2023-07-24,East,Henry Lopez,Accessory Pack,Accessories,3,49.99,0,149.97,No,Direct
2023-07-25,West,Karen Hall,CoreLink 200,Hardware,10,149.99,0.15,1274.91,No,Direct
2023-07-25,South,Frank Davis,ProSuite X1,Software,16,299.99,0.05,4559.85,No,Online
2023-07-26,South,Emma Brown,DataKit Pro,Software,11,199.99,0,2199.89,Yes,Direct
2023-07-26,East,Henry Lopez,ProSuite X1,Software,12,299.99,0.05,3419.89,No,Retail
2023-07-27,South,Frank Davis,CoreLink 200,Hardware,6,149.99,0,899.94,No,Retail
2023-07-27,South,David Lee,DataKit Pro,Software,15,199.99,0.1,2699.87,No,Retail
2023-07-28,East,Isla Moore,ProSuite X1,Software,15,299.99,0,4499.85,No,Direct
2023-07-28,North,Bob Smith,Starter Bundle,Bundle,4,89.99,0.1,323.96,No,Direct
2023-07-28,West,Liam Clark,Accessory Pack,Accessories,16,49.99,0,799.84,No,Direct
2023-07-28,East,Isla Moore,CoreLink 200,Hardware,14,149.99,0,2099.86,No,Retail
2023-07-29,East,Grace Kim,CoreLink 200,Hardware,13,149.99,0,1949.87,No,Retail
2023-07-29,West,Jack Taylor,Accessory Pack,Accessories,11,49.99,0,549.89,No,Direct
2023-07-29,South,David Lee,DataKit Pro,Software,19,199.99,0.1,3419.83,No,Online
2023-07-29,South,Frank Davis,Starter Bundle,Bundle,5,89.99,0,449.95,No,Direct
2023-07-29,North,Bob Smith,ProSuite X1,Software,17,299.99,0.05,4844.84,No,Online
2023-07-30,East,Isla Moore,ProSuite X1,Software,19,299.99,0,5699.81,No,Direct
2023-07-30,South,Emma Brown,Starter Bundle,Bundle,2,89.99,0,179.98,No,Online
2023-07-30,East,Grace Kim,CoreLink 200,Hardware,15,149.99,0.1,2024.87,No,Online
2023-08-01,West,Karen Hall,DataKit Pro,Software,1,199.99,0,199.99,No,Online
2023-08-01,South,David Lee,Accessory Pack,Accessories,19,49.99,0.05,902.32,No,Direct
2023-08-03,South,David Lee,Accessory Pack,Accessories,17,49.99,0,849.83,No,Direct
2023-08-03,West,Jack Taylor,Accessory Pack,Accessories,19,49.99,0.1,854.83,No,Direct
2023-08-04,South,Frank Davis,Starter Bundle,Bundle,1,89.99,0,89.99,No,Direct
2023-08-04,East,Grace Kim,Accessory Pack,Accessories,1,49.99,0,49.99,No,Retail
2023-08-05,South,Frank Davis,ProSuite X1,Software,16,299.99,0,4799.84,No,Direct
2023-08-05,West,Karen Hall,CoreLink 200,Hardware,10,149.99,0,1499.9,No,Online
